 # Format: X (mm), Y (mm), Z (mm), t (s), Amplitude(nA), Phase(rad) 
 # Modulation ouput amplitude (V): 0.89996337890625 
 # Modulation output offset (V): -0.4001342937370284 
 # Grid: 500 x 1 
 # Frequency: 520 GHz 

0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.837528740009292960e+01 7.301399653608148910e+00 4.363306999206542969e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.442307692307692180e-01 2.027969160000793636e+01 6.618769310245459225e-01 2.790306091308593750e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.318046760000288486e+01 7.331120132496862674e+00 4.281064987182617188e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.442307692307692180e-01 2.522829960007220507e+01 6.862116137971029373e-01 2.802078008651733398e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.819208339997567236e+01 7.329318164424463156e+00 4.317142009735107422e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.442307692307692180e-01 3.022015900001861155e+01 7.178875614155196816e-01 2.672889709472656250e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.316795039991848171e+01 7.331396001532222151e+00 4.282750606536865234e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.442307692307692180e-01 3.517564389994367957e+01 6.620094416465497345e-01 2.702360868453979492e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.810474819992668927e+01 7.333342606822649934e+00 4.179248332977294922e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.442307692307692180e-01 4.000922230002470315e+01 6.898336736908690092e-01 2.760906457901000977e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.292612170008942485e+01 7.246155291795730591e+00 4.141076564788818359e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.442307692307692180e-01 4.469260510010644794e+01 7.070672864122597989e-01 2.809983730316162109e+00
